,Pokemon1,Pokemon2,Bonus_type_poke1,Bonus_type_poke2,Nb_victory_poke1,Nb_victory_poke2,Mean_nb_turn
11747,alakazam,granbull,0.0,0.0,16.0,84.0,5.78
11748,alakazam,luxray,0.0,0.0,35.0,65.0,5.59
11749,alakazam,skuntank,0.0,0.0,26.0,74.0,6.64
11750,alakazam,mawile,-1.0,0.0,45.0,55.0,5.85
11751,alakazam,leafeon,0.0,0.0,46.0,54.0,5.02
11752,alakazam,aerodactyl,-1.0,0.0,1.0,99.0,5.49
11753,alakazam,flareon,0.0,0.0,27.0,73.0,5.49
11754,alakazam,seviper,0.0,0.0,55.0,45.0,5.35
11755,alakazam,sharpedo,0.0,0.0,45.0,55.0,5.19
11756,alakazam,sableye,-1000.0,0.0,0.0,100.0,6.32
11757,alakazam,perrserker,-1.0,0.0,11.0,89.0,5.71
11758,alakazam,primeape,0.0,2.0,17.0,83.0,4.45
11759,alakazam,spinda,0.0,0.0,77.0,23.0,5.83
11760,alakazam,hariyama,0.0,2.0,0.0,100.0,4.32
11761,alakazam,slaking,0.0,0.0,26.0,74.0,10.54
11762,alakazam,gastrodon,0.0,0.0,28.0,72.0,6.96
11763,alakazam,octillery,0.0,0.0,41.0,59.0,5.91
11764,alakazam,hitmonlee,0.0,2.0,48.0,52.0,4.06
11765,alakazam,lopunny,0.0,0.0,69.0,31.0,5.73
11766,alakazam,crawdaunt,0.0,0.0,57.0,43.0,5.31
11767,alakazam,kingler,0.0,0.0,69.0,31.0,4.45
11768,alakazam,armaldo,-1.0,0.0,17.0,83.0,6.37
11769,alakazam,wormadam_grass,0.0,0.0,85.0,15.0,5.71
11770,alakazam,kricketune,0.0,0.0,70.0,30.0,5.68
11771,alakazam,ariados,0.0,0.0,54.0,46.0,5.94
11772,alakazam,ninjask,0.0,0.0,11.0,89.0,6.15
11773,alakazam,parasect,0.0,0.0,75.0,25.0,5.01
11774,alakazam,pinsir,0.0,0.0,52.0,48.0,5.18
11775,alakazam,gliscor,0.0,0.0,31.0,69.0,5.45
11776,alakazam,yanmega,0.0,0.0,10.0,90.0,7.1
11777,alakazam,omastar,-1.0,0.0,29.0,71.0,6.73
11778,alakazam,tangrowth,0.0,0.0,16.0,84.0,6.48
11779,alakazam,cradily,-1.0,0.0,19.0,81.0,7.41
11780,alakazam,venomoth,0.0,0.0,80.0,20.0,5.92
11781,bronzong,skarmory,-1.0,-1.0,88.0,12.0,13.46
11782,bronzong,vespiquen,0.0,0.0,52.0,48.0,15.0
11783,bronzong,farfetch'd,0.0,-1.0,98.0,2.0,9.14
11784,bronzong,dodrio,0.0,-1.0,85.0,15.0,9.59
11785,bronzong,staraptor,0.0,-1.0,26.0,74.0,11.68
11786,bronzong,swellow,0.0,-1.0,84.0,16.0,19.28
11787,bronzong,hitmontop,1.0,0.0,53.0,47.0,6.41
11788,bronzong,noctowl,0.0,-1.0,94.0,6.0,18.36
11789,bronzong,crobat,1.0,-1.0,57.0,43.0,15.31
11790,bronzong,fearow,0.0,-1.0,98.0,2.0,10.92
11791,bronzong,pidgeot,0.0,-1.0,87.0,13.0,14.83
11792,bronzong,feraligatr,0.0,0.0,31.0,69.0,10.79
11793,bronzong,kabutops,0.0,0.0,19.0,81.0,6.79
11794,bronzong,dewgong,0.0,0.0,61.0,39.0,17.49
11795,bronzong,seaking,0.0,0.0,30.0,70.0,9.76
11796,bronzong,huntail,0.0,0.0,51.0,49.0,9.93
11797,bronzong,kingdra,0.0,0.0,3.0,97.0,6.87
11798,bronzong,lapras,0.0,0.0,4.0,96.0,12.4
11799,bronzong,lumineon,0.0,0.0,77.0,23.0,13.95
11800,bronzong,milotic,0.0,0.0,23.0,77.0,13.27
11801,bronzong,chatot,0.0,-1.0,98.0,2.0,12.16
11802,bronzong,slowking,-1.0,0.0,11.0,89.0,13.66
11803,bronzong,gorebyss,0.0,0.0,37.0,63.0,8.29
11804,bronzong,politoed,0.0,0.0,43.0,57.0,14.41
11805,bronzong,lucario,0.0,0.0,7.0,93.0,6.67
11806,bronzong,abomasnow,1.0,-1.0,89.0,11.0,13.65
11807,bronzong,weavile,1.0,1.0,5.0,95.0,5.01
11808,bronzong,alolan sandslash,0.0,-1.0,98.0,2.0,13.02
11809,bronzong,cursola,0.0,1.0,27.0,73.0,6.13
11810,bronzong,gengar,1.0,1.0,24.0,76.0,5.7
11811,bronzong,drifblim,0.0,1.0,17.0,83.0,11.11
11812,bronzong,mismagius,0.0,1.0,27.0,73.0,7.35
11813,bronzong,froslass,1.0,1.0,41.0,59.0,8.07
11814,bronzong,shedinja,0.0,1.0,97.0,3.0,3.25
11815,bronzong,dusknoir,0.0,1.0,1.0,99.0,9.67
11816,bronzong,exploud,0.0,-1.0,92.0,8.0,15.74
11817,bronzong,camerupt,0.0,1.0,12.0,88.0,8.12
11818,bronzong,torkoal,0.0,1.0,41.0,59.0,10.21
11819,bronzong,exeggutor,0.0,-1.0,3.0,97.0,18.27
11820,bronzong,alolan exeggutor,0.0,-1.0,2.0,98.0,17.74
11821,bronzong,marowak,0.0,1.0,13.0,87.0,6.51
11822,bronzong,alolan marowak,0.0,1.0,6.0,94.0,6.68
11823,bronzong,luvdisc,0.0,0.0,100.0,0.0,7.9
11824,bronzong,clefable,1.0,-1.0,84.0,16.0,15.0
11825,bronzong,gallade,0.0,0.0,7.0,93.0,6.11
11826,bronzong,galarian rapidash,1.0,-1.0,93.0,7.0,10.25
11827,bronzong,swalot,1.0,-1.0,97.0,3.0,16.13
11828,bronzong,weezing,1.0,-1.0,100.0,0.0,9.94
11829,bronzong,arbok,1.0,-1.0,99.0,1.0,9.11
11830,bronzong,raticate,0.0,-1.0,100.0,0.0,9.94
11831,bronzong,alolan raticate,0.0,1.0,40.0,60.0,11.82
11832,bronzong,stantler,0.0,-1.0,99.0,1.0,11.61
11833,bronzong,rampardos,1.0,-1.0,7.0,93.0,5.89
11834,bronzong,lickilicky,0.0,-1.0,76.0,24.0,25.12
11835,bronzong,rapidash,0.0,1.0,25.0,75.0,8.01
11836,bronzong,wigglytuff,1.0,-1.0,98.0,2.0,16.26
11837,bronzong,muk,1.0,-1.0,95.0,5.0,15.37
11838,bronzong,sunflora,0.0,-1.0,75.0,25.0,13.51
11839,bronzong,sudowoodo,1.0,-1.0,94.0,6.0,11.48
11840,bronzong,tauros,0.0,-1.0,85.0,15.0,12.77
11841,bronzong,drapion,0.0,1.0,40.0,60.0,9.68
11842,bronzong,obstagoon,0.0,1.0,6.0,94.0,9.04
11843,bronzong,ambipom,0.0,-1.0,43.0,57.0,17.83
11844,bronzong,scizor,-1.0,0.0,1.0,99.0,5.55
11845,bronzong,beedrill,1.0,0.0,34.0,66.0,6.96
11846,bronzong,scyther,0.0,0.0,0.0,100.0,5.04
11847,bronzong,dunsparce,0.0,-1.0,98.0,2.0,15.94
11848,bronzong,masquerain,0.0,0.0,68.0,32.0,10.64
11849,bronzong,mothim,0.0,0.0,82.0,18.0,9.7
11850,bronzong,garchomp,0.0,1.0,0.0,100.0,6.18
11851,bronzong,dragonite,0.0,-1.0,2.0,98.0,9.94
11852,bronzong,salamence,0.0,-1.0,2.0,98.0,9.52
11853,bronzong,flygon,0.0,1.0,5.0,95.0,9.27
11854,bronzong,delcatty,0.0,-1.0,100.0,0.0,11.18
11855,bronzong,furret,0.0,-1.0,93.0,7.0,19.21
11856,bronzong,linoone,0.0,-1.0,86.0,12.0,20.04
11857,bronzong,zangoose,0.0,-1.0,59.0,41.0,10.27
11858,bronzong,persian,0.0,-1.0,63.0,37.0,15.15
11859,bronzong,alolan persian,0.0,1.0,25.0,75.0,9.49
11860,bronzong,cherrim,0.0,-1.0,98.0,2.0,13.3
11861,bronzong,beautifly,0.0,0.0,82.0,18.0,8.84
11862,bronzong,bellossom,0.0,-1.0,95.0,5.0,19.03
11863,bronzong,ludicolo,0.0,0.0,63.0,37.0,12.99
11864,bronzong,butterfree,0.0,0.0,87.0,13.0,10.47
11865,bronzong,vileplume,1.0,-1.0,64.0,36.0,10.8
11866,bronzong,tropius,0.0,-1.0,67.0,32.0,19.9
11867,bronzong,rhyperior,1.0,1.0,0.0,100.0,3.4
11868,bronzong,bastiodon,0.0,-1.0,96.0,4.0,16.14
11869,bronzong,cloyster,0.0,0.0,90.0,10.0,7.88
11870,bronzong,miltank,0.0,-1.0,97.0,3.0,17.01
11871,bronzong,forretress,-1.0,0.0,41.0,59.0,18.05
11872,bronzong,probopass,0.0,-1.0,88.0,9.0,24.77
11873,bronzong,golduck,0.0,0.0,60.0,40.0,11.14
11874,bronzong,azumarill,0.0,0.0,61.0,39.0,17.41
11875,bronzong,whiscash,0.0,1.0,14.0,86.0,9.32
11876,bronzong,bibarel,0.0,0.0,78.0,22.0,11.64
11877,bronzong,swampert,0.0,1.0,0.0,100.0,5.94
11878,bronzong,gyarados,0.0,0.0,0.0,100.0,5.92
11879,bronzong,floatzel,0.0,0.0,41.0,59.0,9.79
11880,bronzong,qwilfish,1.0,0.0,89.0,11.0,8.39
11881,bronzong,relicanth,0.0,0.0,56.0,44.0,14.16
11882,bronzong,cacturne,0.0,1.0,7.0,93.0,5.51
11883,bronzong,victreebel,1.0,-1.0,85.0,15.0,9.95
11884,bronzong,sceptile,0.0,-1.0,41.0,59.0,14.35
11885,bronzong,sirfetch_d,1.0,0.0,7.0,93.0,5.55
11886,bronzong,shiftry,0.0,1.0,10.0,90.0,7.76
11887,bronzong,carnivine,0.0,-1.0,11.0,89.0,7.41
11888,bronzong,arcanine,0.0,1.0,0.0,100.0,7.0
11889,bronzong,houndoom,-1.0,1.0,2.0,98.0,7.1
11890,bronzong,charizard,0.0,1.0,2.0,98.0,6.78
11891,bronzong,ninetales,0.0,1.0,45.0,55.0,9.39
11892,bronzong,magmortar,0.0,1.0,1.0,99.0,5.89
11893,bronzong,castform,0.0,-1.0,100.0,0.0,10.82
11894,bronzong,typhlosion,0.0,1.0,4.0,96.0,7.04
11895,bronzong,magcargo,0.0,1.0,28.0,72.0,8.48
11896,bronzong,glalie,1.0,-1.0,97.0,3.0,11.87
11897,bronzong,absol,0.0,1.0,2.0,98.0,4.9
11898,bronzong,banette,0.0,1.0,19.0,81.0,6.53
11899,bronzong,mightyena,0.0,1.0,44.0,56.0,9.12
11900,bronzong,granbull,1.0,-1.0,60.0,40.0,10.44
11901,bronzong,luxray,0.0,0.0,21.0,79.0,8.37
11902,bronzong,skuntank,0.0,1.0,13.0,87.0,10.83
11903,bronzong,mawile,0.0,-1.0,98.0,2.0,10.62
11904,bronzong,leafeon,0.0,-1.0,69.0,31.0,10.47
11905,bronzong,aerodactyl,1.0,-1.0,31.0,69.0,13.69
11906,bronzong,flareon,0.0,1.0,1.0,99.0,5.71
11907,bronzong,seviper,1.0,-1.0,97.0,3.0,9.49
11908,bronzong,sharpedo,-1.0,1.0,6.0,94.0,6.42
11909,bronzong,sableye,0.0,1.0,33.0,67.0,6.55
11910,bronzong,perrserker,-1.0,-1.0,48.0,52.0,12.72
11911,bronzong,primeape,1.0,0.0,72.0,28.0,7.64
11912,bronzong,spinda,0.0,-1.0,100.0,0.0,12.98
11913,bronzong,hariyama,1.0,0.0,2.0,98.0,8.76
11914,bronzong,slaking,0.0,-1.0,0.0,100.0,10.44
11915,bronzong,gastrodon,0.0,1.0,6.0,94.0,10.36
11916,bronzong,octillery,0.0,0.0,3.0,97.0,6.29
11917,bronzong,hitmonlee,1.0,0.0,70.0,30.0,6.76
11918,bronzong,lopunny,0.0,-1.0,97.0,3.0,16.87
11919,bronzong,crawdaunt,-1.0,1.0,1.0,99.0,6.63
11920,bronzong,kingler,0.0,0.0,44.0,56.0,6.82
11921,bronzong,armaldo,1.0,0.0,45.0,55.0,9.25
11922,bronzong,wormadam_grass,0.0,0.0,83.0,17.0,12.45
11923,bronzong,kricketune,0.0,0.0,26.0,74.0,7.4
11924,bronzong,ariados,1.0,0.0,72.0,28.0,10.06
11925,bronzong,ninjask,0.0,0.0,39.0,61.0,14.57
11926,bronzong,parasect,0.0,0.0,66.0,34.0,10.59
11927,bronzong,pinsir,0.0,0.0,17.0,83.0,7.49
11928,bronzong,gliscor,0.0,1.0,5.0,95.0,6.35
11929,bronzong,yanmega,0.0,0.0,8.0,92.0,11.2
11930,bronzong,omastar,0.0,0.0,16.0,84.0,7.86
11931,bronzong,tangrowth,0.0,-1.0,50.0,50.0,12.54
11932,bronzong,cradily,1.0,-1.0,92.0,8.0,16.78
11933,bronzong,venomoth,1.0,0.0,84.0,16.0,9.92
11934,bronzong,alakazam,0.0,-1.0,59.0,41.0,8.13
11935,chimecho,skarmory,-1.0,0.0,33.0,67.0,8.27
11936,chimecho,vespiquen,0.0,1.0,36.0,64.0,8.2
11937,chimecho,farfetch'd,0.0,0.0,85.0,15.0,5.87
11938,chimecho,dodrio,0.0,0.0,33.0,67.0,5.81
11939,chimecho,staraptor,0.0,0.0,7.0,93.0,6.07
11940,chimecho,swellow,0.0,0.0,26.0,74.0,10.1
11941,chimecho,hitmontop,1.0,0.0,70.0,30.0,4.71
11942,chimecho,noctowl,0.0,0.0,21.0,79.0,11.91
11943,chimecho,crobat,1.0,0.0,14.0,86.0,6.92
11944,chimecho,fearow,0.0,0.0,69.0,31.0,7.11
11945,chimecho,pidgeot,0.0,0.0,39.0,61.0,8.01
11946,chimecho,feraligatr,0.0,0.0,32.0,68.0,7.58
11947,chimecho,kabutops,0.0,0.0,14.0,86.0,5.16
11948,chimecho,dewgong,0.0,0.0,40.0,60.0,11.88
11949,chimecho,seaking,0.0,0.0,26.0,74.0,7.74
11950,chimecho,huntail,0.0,0.0,72.0,28.0,6.36
11951,chimecho,kingdra,0.0,0.0,4.0,96.0,7.18
11952,chimecho,lapras,0.0,0.0,10.0,90.0,12.76
11953,chimecho,lumineon,0.0,0.0,64.0,36.0,9.56
11954,chimecho,milotic,0.0,0.0,4.0,96.0,9.5
11955,chimecho,chatot,0.0,0.0,73.0,27.0,8.33
11956,chimecho,slowking,0.0,0.0,10.0,90.0,10.5
11957,chimecho,gorebyss,0.0,0.0,69.0,31.0,6.43
11958,chimecho,politoed,0.0,0.0,32.0,68.0,11.26
11959,chimecho,lucario,0.0,0.0,10.0,90.0,5.46
11960,chimecho,abomasnow,0.0,0.0,39.0,61.0,9.43
11961,chimecho,weavile,0.0,1.0,0.0,100.0,3.98
11962,chimecho,alolan sandslash,-1.0,0.0,53.0,47.0,8.59
11963,chimecho,cursola,0.0,0.0,22.0,78.0,6.48
11964,chimecho,gengar,1.0,0.0,43.0,57.0,5.25
11965,chimecho,drifblim,0.0,0.0,49.0,51.0,10.33
11966,chimecho,mismagius,0.0,0.0,4.0,96.0,8.0
11967,chimecho,froslass,0.0,0.0,52.0,48.0,8.24
11968,chimecho,shedinja,0.0,1.0,100.0,0.0,1.5
11969,chimecho,dusknoir,0.0,0.0,15.0,85.0,9.31
11970,chimecho,exploud,0.0,0.0,64.0,36.0,9.5
11971,chimecho,camerupt,0.0,0.0,52.0,48.0,7.82
11972,chimecho,torkoal,0.0,0.0,77.0,23.0,7.79
11973,chimecho,exeggutor,0.0,0.0,53.0,47.0,11.15
11974,chimecho,alolan exeggutor,0.0,0.0,53.0,47.0,11.37
11975,chimecho,marowak,0.0,0.0,66.0,34.0,6.88
11976,chimecho,alolan marowak,0.0,0.0,68.0,32.0,6.66
11977,chimecho,luvdisc,0.0,0.0,99.0,1.0,5.21
11978,chimecho,clefable,0.0,0.0,30.0,70.0,10.42
11979,chimecho,gallade,0.0,0.0,14.0,86.0,6.31
11980,chimecho,galarian rapidash,0.0,0.0,34.0,66.0,7.26
11981,chimecho,swalot,1.0,0.0,68.0,32.0,9.56
11982,chimecho,weezing,1.0,0.0,92.0,8.0,5.86
11983,chimecho,arbok,1.0,0.0,71.0,29.0,6.29
11984,chimecho,raticate,0.0,0.0,84.0,16.0,6.72
11985,chimecho,alolan raticate,0.0,1.0,55.0,45.0,8.45
11986,chimecho,stantler,0.0,0.0,74.0,26.0,7.52
11987,chimecho,rampardos,0.0,0.0,19.0,81.0,6.83
11988,chimecho,lickilicky,0.0,0.0,12.0,88.0,12.3
11989,chimecho,rapidash,0.0,0.0,30.0,70.0,6.74
11990,chimecho,wigglytuff,0.0,0.0,46.0,54.0,12.14
11991,chimecho,muk,1.0,0.0,44.0,56.0,9.82
11992,chimecho,sunflora,0.0,0.0,51.0,49.0,8.23
11993,chimecho,sudowoodo,0.0,0.0,63.0,37.0,7.77
11994,chimecho,tauros,0.0,0.0,19.0,81.0,6.67
11995,chimecho,drapion,0.0,1.0,39.0,61.0,7.21
11996,chimecho,obstagoon,0.0,1.0,4.0,96.0,6.83
11997,chimecho,ambipom,0.0,0.0,7.0,93.0,7.49
11998,chimecho,scizor,-1.0,1.0,1.0,99.0,5.43
11999,chimecho,beedrill,1.0,1.0,47.0,53.0,5.65
12000,chimecho,scyther,0.0,1.0,0.0,100.0,4.18
12001,chimecho,dunsparce,0.0,0.0,74.0,26.0,9.98
12002,chimecho,masquerain,0.0,1.0,19.0,81.0,6.55
12003,chimecho,mothim,0.0,1.0,52.0,48.0,6.38
12004,chimecho,garchomp,0.0,0.0,0.0,100.0,6.14
12005,chimecho,dragonite,0.0,0.0,0.0,100.0,6.3
12006,chimecho,salamence,0.0,0.0,2.0,98.0,6.28
12007,chimecho,flygon,0.0,0.0,9.0,91.0,8.61
12008,chimecho,delcatty,0.0,0.0,76.0,24.0,7.46
12009,chimecho,furret,0.0,0.0,34.0,66.0,11.38
12010,chimecho,linoone,0.0,0.0,40.0,60.0,10.74
12011,chimecho,zangoose,0.0,0.0,21.0,79.0,5.95
12012,chimecho,persian,0.0,0.0,9.0,91.0,7.19
12013,chimecho,alolan persian,0.0,1.0,14.0,86.0,7.52
12014,chimecho,cherrim,0.0,0.0,68.0,32.0,8.46
12015,chimecho,beautifly,0.0,1.0,76.0,24.0,5.44
12016,chimecho,bellossom,0.0,0.0,53.0,47.0,10.17
12017,chimecho,ludicolo,0.0,0.0,50.0,50.0,10.16
12018,chimecho,butterfree,0.0,1.0,45.0,55.0,7.11
12019,chimecho,vileplume,1.0,0.0,54.0,46.0,6.78
12020,chimecho,tropius,0.0,0.0,44.0,56.0,11.96
12021,chimecho,rhyperior,0.0,0.0,2.0,98.0,6.9
12022,chimecho,bastiodon,-1.0,0.0,34.0,66.0,13.4
12023,chimecho,cloyster,0.0,0.0,91.0,9.0,5.23
12024,chimecho,miltank,0.0,0.0,38.0,62.0,9.74
12025,chimecho,forretress,-1.0,1.0,23.0,77.0,10.19
12026,chimecho,probopass,-1.0,0.0,7.0,93.0,16.77
12027,chimecho,golduck,0.0,0.0,54.0,46.0,7.7
12028,chimecho,azumarill,0.0,0.0,67.0,33.0,11.97
12029,chimecho,whiscash,0.0,0.0,63.0,37.0,10.01
12030,chimecho,bibarel,0.0,0.0,77.0,23.0,8.41
12031,chimecho,swampert,0.0,0.0,4.0,96.0,8.18
12032,chimecho,gyarados,0.0,0.0,0.0,100.0,4.66
12033,chimecho,floatzel,0.0,0.0,21.0,79.0,7.05
12034,chimecho,qwilfish,1.0,0.0,86.0,14.0,6.28
12035,chimecho,relicanth,0.0,0.0,58.0,42.0,9.46
12036,chimecho,cacturne,0.0,1.0,26.0,74.0,5.54
12037,chimecho,victreebel,1.0,0.0,71.0,29.0,6.61
12038,chimecho,sceptile,0.0,0.0,4.0,96.0,6.56
12039,chimecho,sirfetch_d,1.0,0.0,46.0,54.0,5.18
12040,chimecho,shiftry,0.0,1.0,8.0,92.0,5.8
12041,chimecho,carnivine,0.0,0.0,46.0,54.0,6.74
12042,chimecho,arcanine,0.0,0.0,1.0,99.0,6.53
12043,chimecho,houndoom,0.0,1.0,9.0,91.0,5.57
12044,chimecho,charizard,0.0,0.0,13.0,87.0,7.05
12045,chimecho,ninetales,0.0,0.0,35.0,65.0,10.25
12046,chimecho,magmortar,0.0,0.0,1.0,99.0,5.93
12047,chimecho,castform,0.0,0.0,93.0,7.0,6.59
12048,chimecho,typhlosion,0.0,0.0,13.0,87.0,7.27
12049,chimecho,magcargo,0.0,0.0,85.0,15.0,7.47
12050,chimecho,glalie,0.0,0.0,50.0,50.0,9.12
12051,chimecho,absol,0.0,1.0,3.0,97.0,3.91
12052,chimecho,banette,0.0,0.0,71.0,29.0,6.05
12053,chimecho,mightyena,0.0,1.0,61.0,39.0,6.51
12054,chimecho,granbull,0.0,0.0,20.0,80.0,6.8
12055,chimecho,luxray,0.0,0.0,13.0,87.0,6.05
12056,chimecho,skuntank,0.0,1.0,30.0,70.0,8.08
12057,chimecho,mawile,-1.0,0.0,75.0,25.0,7.49
12058,chimecho,leafeon,0.0,0.0,34.0,66.0,6.1
12059,chimecho,aerodactyl,0.0,0.0,2.0,98.0,6.64
12060,chimecho,flareon,0.0,0.0,9.0,91.0,7.03
12061,chimecho,seviper,1.0,0.0,88.0,12.0,5.94
12062,chimecho,sharpedo,0.0,1.0,13.0,87.0,5.15
12063,chimecho,sableye,-1000.0,1.0,0.0,100.0,5.16
12064,chimecho,perrserker,-1.0,0.0,30.0,70.0,7.18
12065,chimecho,primeape,1.0,0.0,67.0,33.0,5.85
12066,chimecho,spinda,0.0,0.0,77.0,23.0,8.28
12067,chimecho,hariyama,1.0,0.0,4.0,96.0,7.08
12068,chimecho,slaking,0.0,0.0,17.0,83.0,13.81
12069,chimecho,gastrodon,0.0,0.0,35.0,65.0,10.93
12070,chimecho,octillery,0.0,0.0,29.0,71.0,6.79
12071,chimecho,hitmonlee,1.0,0.0,83.0,17.0,4.89
12072,chimecho,lopunny,0.0,0.0,34.0,66.0,10.06
12073,chimecho,crawdaunt,0.0,1.0,46.0,54.0,5.54
12074,chimecho,kingler,0.0,0.0,81.0,19.0,5.31
12075,chimecho,armaldo,0.0,1.0,18.0,82.0,6.66
12076,chimecho,wormadam_grass,0.0,1.0,47.0,53.0,9.09
12077,chimecho,kricketune,0.0,1.0,49.0,51.0,6.11
12078,chimecho,ariados,1.0,1.0,80.0,20.0,6.02
12079,chimecho,ninjask,0.0,1.0,14.0,86.0,7.62
12080,chimecho,parasect,0.0,1.0,60.0,40.0,6.3
12081,chimecho,pinsir,0.0,1.0,12.0,88.0,5.14
12082,chimecho,gliscor,0.0,0.0,21.0,79.0,7.03
12083,chimecho,yanmega,0.0,1.0,2.0,98.0,6.42
12084,chimecho,omastar,0.0,0.0,54.0,46.0,6.38
12085,chimecho,tangrowth,0.0,0.0,25.0,75.0,7.61
12086,chimecho,cradily,0.0,0.0,29.0,71.0,11.49
12087,chimecho,venomoth,1.0,1.0,59.0,41.0,6.67
12088,chimecho,alakazam,0.0,0.0,14.0,86.0,6.24
12089,chimecho,bronzong,-1.0,0.0,11.0,89.0,15.17
12090,gardevoir,skarmory,-1.0,1.0,15.0,85.0,5.85
12091,gardevoir,vespiquen,0.0,0.0,80.0,20.0,6.72
12092,gardevoir,farfetch'd,0.0,0.0,75.0,25.0,5.43
12093,gardevoir,dodrio,0.0,0.0,26.0,74.0,5.5
12094,gardevoir,staraptor,0.0,0.0,5.0,95.0,5.85
12095,gardevoir,swellow,0.0,0.0,21.0,79.0,8.09
12096,gardevoir,hitmontop,1.0,0.0,87.0,13.0,4.35
12097,gardevoir,noctowl,0.0,0.0,52.0,48.0,8.74
12098,gardevoir,crobat,1.0,1.0,6.0,94.0,4.46
12099,gardevoir,fearow,0.0,0.0,67.0,33.0,6.39
12100,gardevoir,pidgeot,0.0,0.0,32.0,68.0,6.72
12101,gardevoir,feraligatr,0.0,0.0,40.0,60.0,6.62
12102,gardevoir,kabutops,0.0,0.0,25.0,75.0,4.81
12103,gardevoir,dewgong,0.0,0.0,81.0,19.0,7.83
12104,gardevoir,seaking,0.0,0.0,44.0,56.0,5.91
12105,gardevoir,huntail,0.0,0.0,82.0,18.0,5.66
12106,gardevoir,kingdra,1.0,0.0,39.0,61.0,5.85
12107,gardevoir,lapras,0.0,0.0,41.0,59.0,10.35
12108,gardevoir,lumineon,0.0,0.0,64.0,36.0,6.74
12109,gardevoir,milotic,0.0,0.0,28.0,72.0,10.68
12110,gardevoir,chatot,0.0,0.0,74.0,26.0,7.46
12111,gardevoir,slowking,0.0,0.0,49.0,51.0,8.69
12112,gardevoir,gorebyss,0.0,0.0,91.0,9.0,5.83
12113,gardevoir,politoed,0.0,0.0,59.0,41.0,7.97
12114,gardevoir,lucario,0.0,1.0,18.0,82.0,5.16
12115,gardevoir,abomasnow,0.0,0.0,46.0,54.0,7.0
12116,gardevoir,weavile,1.0,0.0,22.0,78.0,5.16
12117,gardevoir,alolan sandslash,-1.0,1.0,24.0,76.0,6.58
12118,gardevoir,cursola,0.0,1.0,12.0,88.0,6.7
12119,gardevoir,gengar,1.0,1.0,66.0,34.0,4.8
12120,gardevoir,drifblim,0.0,1.0,29.0,71.0,7.74
12121,gardevoir,mismagius,0.0,1.0,46.0,54.0,6.96
12122,gardevoir,froslass,0.0,1.0,72.0,28.0,6.7
12123,gardevoir,shedinja,0.0,1.0,99.0,1.0,1.21
12124,gardevoir,dusknoir,0.0,1.0,46.0,54.0,6.0
12125,gardevoir,exploud,0.0,0.0,42.0,58.0,7.6
12126,gardevoir,camerupt,0.0,0.0,66.0,34.0,6.48
12127,gardevoir,torkoal,0.0,0.0,89.0,11.0,6.07
12128,gardevoir,exeggutor,0.0,0.0,89.0,11.0,9.03
12129,gardevoir,alolan exeggutor,1.0,0.0,89.0,11.0,7.15
12130,gardevoir,marowak,0.0,0.0,89.0,11.0,5.21
12131,gardevoir,alolan marowak,0.0,1.0,80.0,20.0,5.04
12132,gardevoir,luvdisc,0.0,0.0,98.0,2.0,4.62
12133,gardevoir,clefable,0.0,0.0,68.0,32.0,7.86
12134,gardevoir,gallade,1.0,-1.0,87.0,13.0,6.22
12135,gardevoir,galarian rapidash,0.0,0.0,32.0,68.0,5.36
12136,gardevoir,swalot,1.0,1.0,53.0,47.0,6.49
12137,gardevoir,weezing,1.0,1.0,89.0,11.0,4.61
12138,gardevoir,arbok,1.0,1.0,58.0,42.0,4.52
12139,gardevoir,raticate,0.0,0.0,79.0,21.0,5.69
12140,gardevoir,alolan raticate,1.0,0.0,92.0,8.0,5.77
12141,gardevoir,stantler,0.0,0.0,57.0,43.0,6.65
12142,gardevoir,rampardos,0.0,0.0,22.0,78.0,6.54
12143,gardevoir,lickilicky,0.0,0.0,41.0,59.0,8.71
12144,gardevoir,rapidash,0.0,0.0,34.0,66.0,5.26
12145,gardevoir,wigglytuff,0.0,0.0,35.0,65.0,9.77
12146,gardevoir,muk,1.0,1.0,26.0,74.0,6.46
12147,gardevoir,sunflora,0.0,0.0,76.0,24.0,6.44
12148,gardevoir,sudowoodo,0.0,0.0,78.0,22.0,6.1
12149,gardevoir,tauros,0.0,0.0,28.0,72.0,5.54
12150,gardevoir,drapion,0.0,1.0,38.0,62.0,6.08
12151,gardevoir,obstagoon,1.0,0.0,47.0,53.0,6.16
12152,gardevoir,ambipom,0.0,0.0,6.0,94.0,6.0
12153,gardevoir,scizor,-1.0,1.0,12.0,88.0,4.79
12154,gardevoir,beedrill,1.0,1.0,69.0,31.0,4.64
12155,gardevoir,scyther,0.0,0.0,6.0,94.0,5.18
12156,gardevoir,dunsparce,0.0,0.0,61.0,39.0,8.73
12157,gardevoir,masquerain,0.0,0.0,79.0,21.0,6.77
12158,gardevoir,mothim,0.0,0.0,75.0,25.0,6.07
12159,gardevoir,garchomp,1.0,0.0,22.0,78.0,5.58
12160,gardevoir,dragonite,1.0,0.0,16.0,84.0,5.84
12161,gardevoir,salamence,1.0,0.0,23.0,77.0,5.85
12162,gardevoir,flygon,1.0,0.0,14.0,86.0,6.62
12163,gardevoir,delcatty,0.0,0.0,65.0,35.0,6.67
12164,gardevoir,furret,0.0,0.0,24.0,76.0,8.5
